Image,MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
https://smartmls-assets.cdn-connectmls.com/pics/1261C1BAD91BDE92E0631401100ADE9F/HD_1709063243186_1A.JPEG,170588164,62  Railroad St.,Canaan,ACTV,08/05/2023,,0.28,2463,2463,11,3,2/1,"0 Car Garage, Driveway, Off Street Parking",1874,246,,259200,"Private, Crushed Stone",675000,5443,A20,"Hallways 36+ Inches Wide, Lever Door Handles, Lever Faucets","Programmable Thermostat, Thermopane Windows",,No,,No,Housatonic,Lee H. Kellogg,"Basketball Court, Golf Course, Library, Medical Facilities, Playground/Tot Lot, Private School(s), Public Rec Facilities, Tennis Courts",No,No,Not Applicable,11/29/2023,Window Unit,"Baseboard, Hot Water, Wood/Coal Stove, Zoned","Oil, Wood",,"Deck, Gutters, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1535E17A7A6380E4E0631401100A956C/HD_1712168053684_94_web_or_mls_4_print_DJI_0486.JPEG,24007930,2107 N. Benson Rd.,Fairfield,NEW,04/08/2024,,0.6,3957,3063,7,4,3/2,"2 Car Garage, Under House Garage",1954,0,,534870,,1400000,14714,R3,"Bath Grab Bars, Hallways 36+ Inches Wide, Roll-In Shower",,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Medical Facilities, Playground/Tot Lot, Public Transportation, Shopping/Mall, Tennis Courts, Walk to Bus Lines",Yes,No,Not Applicable,,"Ceiling Fans, Central Air",Hot Water,Natural Gas,Per Board of Ed,"Porch-Heated, Sidewalk, Porch, Deck, Gutters, Lighting, Stone Wall, French Doors",Per Board of Ed,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/12B22386B5872448E063D501100AADE5/HD_1709406842707__MG_4966_HDR.JPEG,170590168,14  Long Hill Rd.,Waterbury,ACTV,02/07/2024,,0.13,1853,1853,10,5,1/0,"0 Car Garage, On Street Parking",1885,128,,97020,None,160000,5258,RL,,,,No,,No,Wilby,Woodrow Wilson,Walk to Bus Lines,No,No,Not Applicable,02/07/2024,None,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FF3798F1599B4ECE0631401100A55D4/HD_1706410249018_170621152_1.JPEG,170583365,12  Meadow Ln.,Sherman,ACTV,07/10/2023,,9.15,4486,4486,8,4,3/1,"3 Car Garage, Attached Garage, Paved",2017,273,None,706400,"Private, Paved, Gravel",1800000,12588,res,,,25,Yes,Annually,No,Per Board of Ed,Sherman,"Basketball Court, Golf Course, Lake, Library, Park, Playground/Tot Lot, Private School(s), Tennis Courts",No,No,Not Applicable,07/10/2023,"Central Air, Zoned","Hot Air, Hydro Air, Radiant, Zoned",Propane,Per Board of Ed,"Breezeway, Covered Deck, Deck, French Doors, Hot Tub, Porch",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/1189406EE7CBFF9EE063D501100A3682/HD_1708194225925_170616549_1.JPEG,170566930,58  Botsford Hill Rd.,Newtown,ACTV,05/02/2023,,10.22,1873,1873,10,4,2/0,"2 Car Garage, Attached Garage",1956,342,,270560,,1495000,7099,R-2,,,,No,,No,Newtown,Middle Gate,,No,No,Not Applicable,,Central Air,"Solar, Other",Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/12EBB1E6387F938AE063D501100ABB98/HD_1709652589693_1700_Main_St_Stratford_CT_large_039_033_032_1334x1000_72dpi.JPEG,170578843,80  Stanwich Rd.,Greenwich,ACTV,06/20/2023,,3,5872,5872,12,6,7/2,"3 Car Garage, 9 Total Spaces, Attached Garage, Detached Garage, Under House Garage",1928,292,,2646840,"Private, Circular",5499000,30148,RA-1,,,,No,,No,Per Board of Ed,Per Board of Ed,Golf Course,Yes,No,Not Applicable,,Central Air,Gas on Gas,Natural Gas,,"Awnings, Balcony, French Doors, Garden Area, Guest House, Shed, Stone Wall, Terrace",,"Pool House, In Ground Pool, Heated, Solar Cover",,
https://smartmls-assets.cdn-connectmls.com/pics/101DBA8072BDE36CE0631401100A2CCA/HD_1706579165122_170621077_1.JPEG,170577842,29  Fox Hunt Way.,Harwinton,ACTV,03/19/2024,,2.26,2000,2000,6,3,2/1,"2 Car Garage, 2 Total Spaces, Attached Garage, Paved",2024,292,,59060,,729000,1654,CR,,,,No,,No,Lewis Mills,Harwinton Consolidated,,No,No,,03/19/2024,"Ceiling Fans, Central Air","Hot Air, Zoned",Propane,,"Porch, Deck",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F6906177D51CD46E063D501100A760A/HD_1705806804905_170620104_1.JPEG,170586887,116A  Knapp St.,Easton,NEW,03/31/2024,,3.01,3969,3969,8,4,3/1,"2 Car Garage, Attached Garage, Off Street Parking",2024,253,,166670,"Private, Shared",1519700,9999999,R3,"32' Minimum Door Widths, 60' Turning Radius, Hallways 36+ Inches Wide, Lever Door Handles, Lever Faucets, Multiple Entries/Exits","Energy Star Rated, Programmable Thermostat, Thermopane Windows",,No,,No,Joel Barlow,Samuel Staples,,No,No,Not Applicable,,"Central Air, Zoned","Hot Air, Zoned",Propane,,"Balcony, Covered Deck, French Doors, Gutters, Lighting",Helen Keller,,,
https://smartmls-assets.cdn-connectmls.com/pics/10EF820B2F175E9AE0631401100A6485/HD_1707496917030_170620798_1.JPEG,170584711,120  Lum Lot Rd.,Southbury,ACTV,07/15/2023,,1.51,3000,3000,8,4,2/1,"2 Car Garage, Attached Garage",2023,268,None,73120,Private,875000,1645,Residential,,Thermopane Windows,,No,,No,Pomperaug,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Playground/Tot Lot",No,Yes,"Direct Waterfront, Brook",,"Central Air, Zoned","Hot Air, Zoned","Bottle Gas, Propane",,"Deck, Gutters, Lighting, Porch, Sidewalk",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0E2437C60B800D4EE0631401100A3E5D/HD_1704398801130_170617302_1.JPEG,170588897,67  Winthrop Woods Dr.,Shelton,ACTV,03/19/2024,,1.69,3464,3464,7,4,2/1,"2 Car Garage, Attached Garage",2023,248,,999999,,1076000,9999,R-1,,,,No,,No,Shelton,Per Board of Ed,"Golf Course, Health Club, Park, Public Pool, Public Rec Facilities, Shopping/Mall",No,No,,03/19/2024,Central Air,Hot Air,Natural Gas,,Patio,,,,
https://smartmls-assets.cdn-connectmls.com/pics/13960D7A41B5020AE063D501100A57FC/HD_1710427596768_IMG_0803.JPEG,170585279,160 W. Chippens Hill Rd.,Burlington,ACTV,09/12/2023,,1.01,3016,3016,6,3,2/1,"3 Car Garage, Attached Garage",2023,261,,77420,"Private, Cement",795000,2493,R30,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Propane,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/15227A3F53D97A16E0631401100A6374/HD_1712093590388_90_6.JPEG,170586950,95  Roxbury Rd.,Washington,ACTV,03/11/2024,,20.14,8888,8888,15,6,6/3,"3 Car Garage, Attached Garage",2007,250,,2485950,Crushed Stone,3299000,35425,R-1,,"Generator, Geothermal Heat",,No,,No,Shepaug,Per Board of Ed,"Library, Park, Playground/Tot Lot, Tennis Courts",Yes,Yes,Pond,03/11/2024,Central Air,"Hot Air, Other",Geothermal,Regional District 12,"Barn, Fruit Trees, Garden Area, Guest House, Lighting, Paddock, Patio, Stable",,"Pool House, In Ground Pool, Infinity Edge, Heated",,
https://smartmls-assets.cdn-connectmls.com/pics/0F37E062E5C4365CE0631401100ADD70/HD_1705592290358_170604710_1.JPEG,170590753,5  Mountain Dr.,New Milford,ACTV,01/13/2024,,0.47,4400,3616,8,4,4/1,"2 Car Garage, 2 Total Spaces, Attached Garage, Off Street Parking",1986,238,,408980,,875000,11852,R8,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Park",No,No,Walk to Water,10/10/2023,Central Air,Hot Air,Oil,,"Awnings, Gazebo, Deck, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F37E062E5C4365CE0631401100ADD70/HD_1705582856206_170618916_2.JPEG,170569362,587  Orchard St.,New Haven,ACTV,04/01/2024,,0.15,1596,1596,8,4,1/1,"0 Car Garage, 8 Total Spaces, None, Off Street Parking, Driveway",1900,332,,141890,Private,270000,5278,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,,12/01/2023,None,Hot Air,Natural Gas,,"Sidewalk, Porch, Deck, Gutters, Lighting",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F1B96CBA5F40B7DE0631401100ACBB2/HD_1705457348481_170619388_1.JPEG,170562604,241  Black Rock Tpke.,Redding,ACTV,05/22/2023,,19.38,17548,14866,18,6,7/4,"4 Car Garage, Attached Garage, Paved",2004,322,,4342700,"Private, Circular, Paved",6750000,120249,R-2,,Generator,,No,,No,Joel Barlow,Redding,"Golf Course, Library, Park, Stables/Riding",Yes,Yes,"Pond, Dock or Mooring, View",,"Ceiling Fans, Central Air, Zoned","Hot Air, Radiant, Zoned",Oil,,"Garden Area, Gutters, Lighting, Shed, Stone Wall, Terrace, Underground Utilities",John Read,"In Ground Pool, Spa, Heated, Safety Fence, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/10A6F280161E3274E063D501100A70E1/HD_1707165377739_170615158_1.JPEG,170573371,509  Cedar Ridge Dr.,Glastonbury,ACTV,06/01/2023,,7.5,4983,4983,8,4,4/1,"6 Car Garage, Attached Garage, Under House Garage",2021,312,,1277700,,3999999,39621,R1,,"Energy Star Rated, Home Energy Rating, Extra Insulation, Generator, Thermopane Windows",,No,,No,Glastonbury,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Private School(s), Public Pool, Shopping/Mall",Yes,No,Not Applicable,,"Central Air, Zoned",Hot Air,"Oil, Propane",Gideon Welles,"Balcony, Breezeway, French Doors, Garden Area, Grill, Lighting, Patio, Underground Utilities",Smith,"Pool House, In Ground Pool, Heated",,
https://smartmls-assets.cdn-connectmls.com/pics/12411E95B0676A10E063D501100A2AC8/HD_1708959841808_170622904_37.JPEG,170570276,351-363 S. Meriden Rd.,Cheshire,ACTV,06/01/2023,,33,4143,4143,12,4,2/1,"3 Car Garage, Attached Garage, Barn, Driveway",1981,312,,327760,"Private, Asphalt, Crushed Stone",3500000,11501,R-40,,Geothermal Heat,,No,,No,Cheshire,Highland,"Golf Course, Health Club, Lake, Library, Park, Playground/Tot Lot, Private School(s), Public Pool",No,No,"Pond, View",,"Ceiling Fans, Central Air, Heat Pump, Zoned","Heat Pump, Hot Air","Electric, Oil",,"Barn, Fruit Trees, Grill, Lighting, Patio, Shed, Stone Wall, Underground Sprinkler",Dodd,,,
https://smartmls-assets.cdn-connectmls.com/pics/106015D0619029ECE063D501100A4FBC/HD_1706886371264_170620436_1.JPEG,170569159,34  Main St.,New Milford,ACTV,05/22/2023,,0.36,2900,2900,14,4,3/1,"1 Car Garage, Attached Garage, Paved, Off Street Parking",1774,321,,493520,"Shared, Paved",649000,0,VC,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Medical Facilities, Park, Private School(s), Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,02/06/2024,Central Air,"Hot Air, Zoned",Oil,,"Balcony, Garden Area, Gutters, Patio, Stone Wall",,,,
https://smartmls-assets.cdn-connectmls.com/pics/14BF28608C96FFA0E063D501100AC524/HD_1711668980028_006_new.JPEG,170575167,102b  Sequassen Ave.,Old Saybrook,ACTV,06/06/2023,,0.57,2643,2643,6,4,3/0,"2 Car Garage, Attached Garage",2005,306,,2381900,"Private, Shared, Paved, Crushed Stone",3495000,46828,RES,,Generator,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Playground/Tot Lot, Private Rec Facilities, Public Transportation, Shopping/Mall, Tennis Courts",No,No,"Access, Water Community, View, Walk to Water",01/22/2024,Central Air,"Hydro Air, Radiant",Propane,Per Board of Ed,"Covered Deck, French Doors, Garden Area, Gutters, Porch, Underground Sprinkler, Underground Utilities",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FB865874A7F3BABE0631401100ACE2B/HD_1706139180922_170620830_1.JPEG,170577801,0  Tamarack Lane Lot 21,Guilford,ACTV,06/15/2023,,0.5,2075,2075,7,3,2/1,"2 Car Garage, Attached Garage",2023,297,,0,Crushed Stone,689000,0,res,,,,No,,No,Guilford,Per Board of Ed,"Golf Course, Park, Shopping/Mall, Tennis Courts",No,No,Not Applicable,09/07/2023,Central Air,Hot Air,Propane,Baldwin,"Deck, Garden Area",Adams,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FB865874A7F3BABE0631401100ACE2B/HD_1706133070608_170619649_1.JPEG,170587744,lot 27  Meadowcrest Dr. S.,Goshen,ACTV,07/28/2023,,1.7,2850,2850,14,5,3/1,"2 Car Garage, Attached Garage",2023,255,,66680,Private,892500,1040,r,32' Minimum Door Widths,"Energy Star Rated, Home Energy Rating, Built Green Certification",0,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Park, Playground/Tot Lot, Public Rec Facilities, Shopping/Mall, Stables/Riding",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Awnings, Covered Deck, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0EFD954CFC445854E063D501100ADE7D/HD_1705328728332_170614378_1.JPEG,170578486,2  Lyme St.,Old Lyme,ACTV,08/14/2023,,1.88,9029,9029,17,9,8/1,"4 Car Garage, Detached Garage, Barn",1895,238,None,947900,"Circular, Crushed Stone",2395000,22276,RU 40,,,,No,,No,Lyme-Old Lyme,Mile Creek,"Golf Course, Lake, Library, Medical Facilities, Playground/Tot Lot, Private School(s), Stables/Riding, Tennis Courts",No,No,Walk to Water,,"Central Air, Wall Unit","Hot Air, Steam, Zoned","Electric, Oil",,"Barn, Covered Deck, Deck, French Doors, Garden Area, Patio, Porch-Wrap Around, Terrace, Underground Sprinkler",Lyme-Old Lyme,,,
https://smartmls-assets.cdn-connectmls.com/pics/0DECB1A064B064A8E063D501100AE337/HD_1704211918428_170616114_1.JPEG,170584049,82  Hemlock St.,West Haven,ACTV,04/01/2024,,0.52,992,992,6,3,2/0,"0 Car Garage, Driveway, Off Street Parking",1935,264,,133910,,250000,6216,R2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Park, Public Transportation, Walk to Bus Lines",No,No,Not Applicable,03/16/2024,None,Hot Water,Oil,,"Gutters, Lighting, Patio, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F1B96CBA5F40B7DE0631401100ACBB2/HD_1705468417031_170614356_1.JPEG,170584594,1  Matthew St.,Prospect,ACTV,07/17/2023,,0.81,2452,2452,10,4,2/1,"2 Car Garage, Attached Garage",2024,268,None,71060,Private,649000,2270,RA-1,,,,No,,No,Woodland Regional,Prospect,"Medical Facilities, Park, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,"Central Air, Zoned","Hot Air, Zoned",Propane,,Gutters,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F37E062E5C4365CE0631401100ADD70/HD_1705579956417_170616234_1.JPEG,170566274,1050  North St.,Suffield,ACTV,05/02/2023,,1.825,2471,2471,9,4,2/1,"2 Car Garage, Attached Garage, Driveway",2023,342,,0,"Private, Paved",710000,0,R-45,,,,No,,No,Suffield,A. Ward Spaulding,"Basketball Court, Golf Course, Lake, Library, Private School(s)",No,No,Not Applicable,,Central Air,Hot Air,Propane,McAlister,"Deck, Gutters, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0ED0B9558BFC776EE063D501100AD1DB/HD_1705146488646_170611902_1.JPEG,170569377,5  Waterside Way.,Cheshire,ACTV,05/11/2023,,1.3,3483,3483,10,4,3/1,"3 Car Garage, Attached Garage, Paved",2023,333,,0,"Private, Paved",1129900,0,Residential,,,215,Yes,Monthly,No,Cheshire,Per Board of Ed,,No,Yes,"Direct Waterfront, Lake, Walk to Water",,Central Air,Hot Air,Propane,,"Deck, Gutters",,,,
https://smartmls-assets.cdn-connectmls.com/pics/11FF201AB366E26CE0631401100AFAA8/HD_1708641231448_170626095_1.JPEG,170569282,409  Poplar St.,New Haven,ACTV,04/01/2024,,0.2,1200,1200,12,3,2/0,"0 Car Garage, Driveway, Off Street Parking",1900,331,,111090,Private,230000,4133,RM2,Ramps,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,08/17/2023,None,Hot Air,Natural Gas,,"Deck, Gutters, Lighting, Porch, Sidewalk",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1261C1BAD91BDE92E0631401100ADE9F/HD_1709057999258_03_MFM_9441.JPEG,170572846,1263  Westover Rd.,Stamford,ACTV,05/25/2023,,2.52,4544,4544,11,6,6/0,"4 Car Garage, Detached Garage",1740,318,,772660,Private,1649000,18899,RA1,,,,No,,No,Westhill,Roxbury,"Commuter Bus, Golf Course, Park, Private School(s), Public Rec Facilities, Public Transportation, Shopping/Mall, Stables/Riding",No,No,Beach Rights,07/27/2023,"Central Air, Split System",Baseboard,Oil,,"Barn, Deck, Garden Area, Guest House, Gutters, Lighting, Patio, Shed, Terrace",Cloonan,,,
https://smartmls-assets.cdn-connectmls.com/pics/11FF201AB366E26CE0631401100AFAA8/HD_1708652734405_170625972_1.JPEG,170573564,14  Westford Rd.,Ashford,ACTV,05/30/2023,,49,5090,5090,12,5,4/0,"4 Car Garage, Detached Garage, Driveway, Off Street Parking",1710,314,,538160,Private,895000,17808,RA,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Park, Playground/Tot Lot, Private School(s)",No,Yes,Pond,,Central Air,"Baseboard, Radiant",Oil,,"Patio, Shed, Stable",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F5EEF0D37A1CB19E0631401100ACC79/HD_1705783263078_170620042_1.JPEG,170568159,19  Misty Meadows,Burlington,ACTV,05/31/2023,,2.73,8725,6148,12,5,4/2,"5 Car Garage, Attached Garage, Paved, Driveway",1988,312,None,600670,"Private, Circular, Paved",1699000,19342,R44,,"Energy Star Rated, Passive Solar, Storm Doors, Storm Windows, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Park, Playground/Tot Lot, Public Rec Facilities, Putting Green",Yes,No,Not Applicable,02/22/2024,Central Air,"Baseboard, Hot Air, Zoned",Natural Gas,Per Board of Ed,"Breezeway, Deck, French Doors, Garden Area, Patio, Terrace, Underground Sprinkler",Per Board of Ed,"In Ground Pool, Heated",,
https://smartmls-assets.cdn-connectmls.com/pics/10E76156B5A51A8CE0631401100A3185/HD_1707458583104_170623769_1.JPEG,170588061,6  Eastview Rd.,Plymouth,ACTV,04/08/2024,,0.11,848,848,5,3,1/0,"0 Car Garage, None",1940,197,,94710,,225000,3571,RA-2L,,,210,Yes,Annually,No,Terryville,Per Board of Ed,Lake,No,No,"Walk to Water, Beach Rights, View",12/10/2023,None,Hot Air,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0E36B768AD7C236AE0631401100A3207/HD_1704475106773_170616584_1.JPEG,170590856,187  Horizon Hl.,Southbury,ACTV,02/12/2024,,2.15,2810,2810,9,3,2/1,"2 Car Garage, Attached Garage",2023,240,,160820,Crushed Stone,839900,999999,R-60,,"Energy Star Rated, Home Energy Rating, Thermopane Windows",,No,Annually,No,Regional District 15,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Park, Shopping/Mall, Stables/Riding",No,No,Not Applicable,01/15/2024,"Central Air, Zoned",Heat Pump,Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/149BE32967EA119AE063D501100AD155/HD_1711549662059_FRONT.JPEG,170573768,50  Eveningside Dr.,Milford,ACTV,06/01/2023,,0.49,4595,4595,9,4,4/3,"2 Car Garage, Attached Garage",2000,311,,1332600,"Private, Paved",2900000,36207,R18,,,650,Yes,Quarterly,No,Per Board of Ed,Per Board of Ed,,Yes,No,"Association Required, Beach, View, Walk to Water",01/02/2024,Central Air,Hot Air,Natural Gas,,,,"In Ground Pool, Heated, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/154926B1C0EE2D29E0631401100AA074/HD_1712259548232_019.JPEG,170569894,119  Watson Rd.,Preston,ACTV,12/21/2023,,1.38,2989,2989,10,4,3/1,"2 Car Garage, Attached Garage",2007,292,,355810,Private,649900,8166,res,,,,No,,No,Ledyard,Preston Vet's Memorial,,No,No,Not Applicable,,Central Air,Hot Air,Oil,,"Deck, Gutters, Lighting, Sidewalk, Underground Utilities",,,,
https://smartmls-assets.cdn-connectmls.com/pics/10BBD5C9B5A40F7EE063D501100AF747/HD_1707251430516_170623116_1.JPEG,170573247,59  Fuller Mountain Rd.,Kent,ACTV,05/27/2023,,0.92,624,624,3,1,1/0,"0 Car Garage, 4 Total Spaces, Driveway",1900,317,,123900,Dirt,300000,2324,residental,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,None,Other,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F4FA090F1852D84E0631401100AD50B/HD_1705683358393_170619885_1.JPEG,170573443,91  Sergio Franchi Dr.,Stonington,ACTV,06/01/2023,,201.4,8152,7852,10,7,5/1,"10 Car Garage, 15 Total Spaces, Attached Garage, Detached Garage, Paved",1938,312,,2825395,"Private, Circular, Paved",7990000,51309,RR-80,,,,No,,No,Stonington,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Shopping/Mall",Yes,No,Not Applicable,,None,"Hot Water, Radiator, Zoned","Oil, Propane",,"Awnings, French Doors, Garden Area, Guest House, Lighting, Patio, Shed, Stone Wall",,"Indoor Pool, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/0F4FA090F1852D84E0631401100AD50B/P_1705689045943_170619926_1.JPEG,170568117,120  Kings Hwy,Milford,ACTV,05/08/2023,,0.08,2800,2800,7,4,3/1,"2 Car Garage, Under House Garage, Off Street Parking",2023,336,,100,,949900,100,res,,Programmable Thermostat,,No,,No,Joseph A. Foran,Live Oaks,"Basketball Court, Health Club, Medical Facilities, Park, Public Rec Facilities, Public Transportation, Shopping/Mall, Tennis Courts",No,No,"Water Community, Beach, View, Walk to Water",,Central Air,Hot Air,Natural Gas,,"Balcony, Deck, Patio",East Shore,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F880C3E9AD0F1A5E063D501100A9D55/HD_1705951865103_170620309_1.JPEG,170572688,31  Nathan Hale Rd.,Middletown,ACTV,05/30/2023,,0.27,1540,1540,8,3,2/1,"2 Car Garage, Attached Garage",2021,314,,0,,519900,0,res,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F1B96CBA5F40B7DE0631401100ACBB2/HD_1705511205049_170619419_1.JPEG,170574763,430  Litchfield Rd.,Norfolk,ACTV,03/15/2024,,10.63,3678,3678,8,5,3/2,"0 Car Garage, 3 Total Spaces, Paved, Driveway",1838,300,None,330230,Asphalt,674900,9144,R-027,,Programmable Thermostat,,No,,Yes,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Public Rec Facilities",No,No,Not Applicable,03/15/2024,None,Steam,Oil,Per Board of Ed,Patio,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F29552A2E5D0648E0631401100A725E/HD_1705523621131_170619534_1.JPEG,170580319,3  Highland Ct.,Milford,ACTV,06/26/2023,,0.37,2928,2928,8,5,3/0,"2 Car Garage, Attached Garage",1986,287,,311410,Paved,895000,8461,R-18,,,200,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,"Electric, Natural Gas",,"Deck, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/134143F4587DC2F3E0631401100ABDCD/HD_1710094874943_20240310_123149__1_.JPEG,170581886,184  Fern Ave.,Litchfield,ACTV,07/06/2023,,28.89,10516,8716,9,8,8/5,"9 Car Garage, Attached Garage, Detached Garage",1992,276,,1388380,"Private, Paved, Asphalt",5000000,37070,RR,,"Generator, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,11/10/2023,Central Air,"Hydro Air, Radiant",Oil,,"Awnings, Patio, Stone Wall",,"In Ground Pool, Heated, Salt Water, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/0F1103F79A4A3DA7E063D501100AF27A/HD_1705424331278_170617254_1.JPEG,170578802,18  East St.,Bethlehem,ACTV,03/29/2024,,2.26,3418,3418,11,4,2/0,"2 Car Garage, Attached Garage",1740,268,,236800,,999000,6510,"R-1, Commercial",,,,No,,No,Per Board of Ed,Bethlehem,Library,No,No,,10/06/2023,None,"Baseboard, Radiant",Propane,,"Underground Utilities, Shed, Barn, Gutters",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/0E74D995C7107B93E063D501100A3A59/HD_1704741960607_170614265_1.JPEG,170577804,0  Tamarack Lane Lot 7,Guilford,ACTV,06/15/2023,,0.5,2200,2200,7,3,2/1,"2 Car Garage, Attached Garage",2023,297,,0,Crushed Stone,719000,0,res,,,,No,,No,Guilford,Per Board of Ed,"Golf Course, Park, Shopping/Mall, Tennis Courts",No,No,Not Applicable,09/07/2023,Central Air,Hot Air,Propane,Baldwin,"Deck, Garden Area",Adams,,,
https://smartmls-assets.cdn-connectmls.com/pics/0E74D995C7107B93E063D501100A3A59/HD_1704752594317_170617819_1.JPEG,170582099,92  Middle Beach Rd.,Madison,ACTV,03/04/2024,,0.2,4018,4018,12,5,5/1,"3 Car Garage, 2 Total Spaces, Under House Garage",1900,268,,1612207,"Private, Paved",5250000,47221,residential,,"Extra Insulation, Programmable Thermostat, Thermopane Windows",,No,,No,Daniel Hand,Per Board of Ed,"Basketball Court, Golf Course, Library, Medical Facilities, Private School(s), Public Rec Facilities, Shopping/Mall, Tennis Courts",No,Yes,"Direct Waterfront, L. I. Sound Frontage, Water Community, Beach Rights",03/04/2024,Central Air,"Gas on Gas, Hot Air",Natural Gas,Per Board of Ed,"French Doors, Garden Area, Gutters, Lighting, Porch, Porch-Wrap Around, Stone Wall, Underground Sprinkler, Underground Utilities",Polson,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F37E062E5C4365CE0631401100ADD70/HD_1705593213846_170618571_1.JPEG,170571048,262  Brushy Ridge Rd.,New Canaan,ACTV,05/31/2023,,4.04,12024,12024,17,8,8/2,"4 Car Garage, Attached Garage",1880,312,,3776850,,9500000,71534,2AC,,,,No,,No,New Canaan,East,"Health Club, Library, Park, Playground/Tot Lot, Private School(s), Public Pool, Public Transportation, Tennis Courts",Yes,No,Not Applicable,01/16/2024,Central Air,Hot Air,"Oil, Propane",,"French Doors, Garden Area, Hot Tub, Lighting, Patio, Stone Wall, Tennis Court, Terrace, Underground Sprinkler",,"In Ground Pool, Spa, Heated, Gunite",,
